borrower_id,age,monthly_income,loan_amount,interest_rate_annual,term_months,employment_length_years,employment_status,credit_score,dti_percent,num_late_payments,days_past_due,app_logins_30d,sms_open_rate,email_open_rate,whatsapp_opt_in,previous_restructuring,macro_unemployment,macro_inflation,region,last_contact_channel,last_contact_response,has_collateral,action_taken,default_60d,time_to_default_days,paid_within_30d
1426,60,16820.8,88839.12,40.56,36,16,Independiente,675,44.61,2,12,5,0.236,0.399,1,0,3.43,5.73,Centro,Email,Contactado_Sin_Compromiso,1,Email_Recordatorio,0,120.0,1
1427,52,18069.08,59203.66,26.88,45,3,Formal,595,41.3,0,26,6,0.377,0.373,1,0,2.5,4.92,Oriente,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
1428,64,15849.94,99372.28,24.16,10,27,Formal,534,36.58,3,13,14,0.412,0.215,0,1,4.41,3.77,Norte,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
1429,31,12616.83,72429.86,40.31,28,15,Independiente,707,52.39,1,53,20,0.529,0.128,0,1,4.08,5.21,Oriente,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1430,58,13005.34,44130.02,23.95,33,5,Independiente,688,22.28,4,21,9,0.622,0.145,0,1,3.88,3.89,Sur,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1431,42,10094.65,70717.79,26.75,44,5,Formal,603,23.42,1,0,7,0.369,0.305,1,1,4.89,3.89,Sur,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,1
1432,27,17529.7,92648.51,33.04,11,6,Desempleado,669,48.49,1,0,7,0.131,0.253,0,1,3.14,4.95,Occidente,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
1433,26,14435.91,99957.22,19.34,39,21,Informal,728,35.33,0,22,5,0.208,0.0,0,0,3.29,6.22,Centro,WhatsApp,Contactado_Sin_Compromiso,1,WA_Recordatorio,0,120.0,1
1434,47,11020.96,79672.28,32.98,9,28,Independiente,720,26.95,2,0,5,0.379,0.585,0,0,2.52,4.84,Sur,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
1435,34,11026.53,50641.86,32.08,21,13,Desempleado,600,41.62,1,23,5,0.575,0.204,0,0,5.02,3.57,Centro,App,Promesa_de_Pago,0,Push_App,0,120.0,1
1436,23,7737.61,44582.67,36.89,35,2,Formal,536,29.74,1,29,13,0.061,0.503,0,0,4.61,4.08,Occidente,WhatsApp,No_Contactado,1,WA_Recordatorio,0,120.0,0
1437,40,20873.05,64401.74,34.23,18,26,Informal,548,24.95,0,30,7,0.116,0.153,1,0,5.33,5.52,Sur,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1438,51,15471.71,91849.36,37.1,41,19,Desempleado,618,24.62,1,0,16,0.501,0.308,1,1,5.58,4.99,Sur,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1439,34,9823.2,60844.23,27.23,45,17,Informal,742,38.86,2,30,7,0.091,0.455,1,0,3.58,5.65,Occidente,SMS,Contactado_Sin_Compromiso,1,SMS_Recordatorio,0,120.0,1
1440,67,19851.29,61363.3,21.96,12,1,Formal,589,37.47,1,18,5,0.125,0.43,0,0,3.29,4.97,Oriente,Email,No_Contactado,0,Email_Recordatorio,0,120.0,0
1441,58,11637.31,51284.95,42.77,16,29,Desempleado,598,53.2,0,0,15,0.577,0.232,0,0,2.5,5.42,Oriente,Email,Promesa_de_Pago,0,Email_Recordatorio,0,120.0,1
1442,44,6561.0,41802.72,17.31,9,2,Desempleado,597,31.52,3,8,8,0.306,0.372,0,0,2.9,6.92,Occidente,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
1443,66,21127.33,45946.64,18.01,35,18,Independiente,603,31.31,1,21,7,0.29,0.402,0,1,3.68,2.88,Norte,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,1
1444,40,11777.42,53385.65,31.96,43,17,Desempleado,639,52.28,0,0,8,0.624,0.253,0,1,2.5,7.39,Occidente,SMS,Contactado_Sin_Compromiso,1,SMS_Recordatorio,0,120.0,1
1445,25,12546.61,92952.5,39.37,31,15,Informal,550,46.83,0,18,16,0.137,0.08,1,0,2.92,5.62,Occidente,Llamada,Promesa_de_Pago,1,Llamada_Agente,0,120.0,1
1446,19,15247.08,44007.16,29.33,11,16,Independiente,716,36.74,0,40,9,0.097,0.168,1,0,3.92,7.65,Norte,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1447,66,21855.54,51315.3,35.0,13,11,Informal,630,16.27,1,31,15,0.676,0.212,0,1,4.89,3.32,Norte,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
1448,67,15120.22,28365.56,14.03,7,17,Desempleado,814,25.26,1,13,6,0.397,0.285,1,0,3.28,4.96,Sur,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1449,56,7805.3,67915.78,24.5,26,10,Independiente,558,22.35,0,16,14,0.486,0.567,0,0,4.13,4.69,Centro,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,1
1450,23,18263.26,84166.98,14.88,36,14,Independiente,751,35.44,2,1,9,0.288,0.443,0,0,5.86,5.56,Occidente,WhatsApp,Contactado_Sin_Compromiso,1,WA_Recordatorio,0,120.0,0
1451,33,12090.06,90612.45,33.46,12,20,Informal,737,28.9,1,1,13,0.329,0.133,1,1,2.5,5.06,Occidente,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,0
1452,20,26327.54,55084.11,17.17,41,22,Informal,611,54.23,2,0,13,0.209,0.611,1,0,5.09,4.93,Centro,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
1453,20,14993.28,64358.86,19.06,16,4,Independiente,612,16.14,2,17,2,0.414,0.266,1,0,4.38,5.43,Norte,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,1
1454,30,3000.0,46161.24,31.6,27,29,Desempleado,576,21.06,1,25,8,0.516,0.401,1,1,5.27,4.37,Centro,Llamada,No_Contactado,0,Llamada_Agente,0,120.0,0
1455,47,17144.19,63200.47,35.43,34,2,Independiente,576,37.94,0,10,13,0.389,0.111,1,0,4.97,3.88,Oriente,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1456,21,26667.59,57849.13,26.89,28,8,Formal,640,41.26,0,0,14,0.562,0.199,1,0,3.34,5.04,Oriente,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,1
1457,69,24455.52,51456.61,31.99,26,10,Independiente,641,5.0,3,13,15,0.482,0.467,1,1,4.0,3.88,Sur,App,Reestructuracion,1,Push_App,0,120.0,1
1458,41,25985.73,53443.84,31.76,20,9,Formal,528,14.18,1,38,8,0.14,0.122,1,0,2.54,4.35,Oriente,App,No_Contactado,1,Push_App,0,120.0,0
1459,31,8881.44,61298.06,26.49,24,10,Informal,801,31.84,1,29,17,0.321,0.29,1,0,3.48,2.77,Sur,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
1460,44,20472.91,42646.19,20.34,16,9,Formal,622,51.27,0,11,4,0.26,0.365,0,0,4.03,4.57,Oriente,WhatsApp,Reestructuracion,1,WA_Recordatorio,0,120.0,1
1461,59,10668.03,43937.58,31.95,18,13,Independiente,645,57.65,0,52,0,0.501,0.096,1,1,4.3,3.39,Norte,Llamada,Promesa_de_Pago,1,Llamada_Agente,0,120.0,1
1462,34,16345.74,92684.05,32.29,37,22,Formal,596,30.03,2,65,6,0.442,0.0,0,0,4.79,4.46,Sur,WhatsApp,No_Contactado,1,WA_Recordatorio,0,120.0,0
1463,20,7362.29,117763.67,34.26,43,24,Desempleado,621,32.95,2,2,15,0.375,0.443,0,0,5.58,3.2,Norte,Email,No_Contactado,1,Email_Recordatorio,0,120.0,1
1464,20,11133.27,19890.83,30.18,41,10,Formal,615,24.96,1,7,1,0.553,0.795,1,1,3.56,4.48,Norte,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,0
1465,62,10942.52,18513.22,19.82,19,7,Formal,640,42.6,1,25,0,0.0,0.363,0,0,5.14,5.58,Norte,App,Promesa_de_Pago,1,Push_App,1,30.6,1
1466,23,20391.33,26071.18,32.83,19,20,Informal,639,53.34,0,0,0,0.229,0.397,1,1,4.27,3.78,Norte,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1467,51,19804.31,47417.79,27.99,8,1,Formal,696,50.07,3,28,12,0.246,0.121,0,0,2.69,3.38,Oriente,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,0
1468,37,16660.92,72394.51,24.62,17,13,Informal,656,34.65,1,14,0,0.4,0.545,0,1,3.85,5.44,Occidente,Email,No_Contactado,1,Email_Recordatorio,0,120.0,0
1469,58,6897.47,64781.32,25.94,30,6,Formal,689,24.94,1,19,11,0.461,0.212,0,0,4.12,5.6,Sur,WhatsApp,Promesa_de_Pago,0,WA_Recordatorio,0,120.0,1
1470,21,13130.16,54300.78,23.17,17,18,Desempleado,639,35.1,0,0,6,0.35,0.489,1,1,3.16,5.01,Oriente,Email,Contactado_Sin_Compromiso,1,Email_Recordatorio,0,120.0,1
1471,64,10523.3,63223.39,34.22,36,2,Formal,656,51.57,0,0,3,0.087,0.389,0,0,2.96,3.94,Sur,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,0
1472,54,20218.05,32697.85,18.07,8,24,Informal,623,30.19,1,0,2,0.431,0.394,1,0,2.93,3.74,Sur,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,0
1473,41,22069.11,43896.93,21.05,23,8,Formal,710,13.21,1,41,9,0.376,0.387,0,1,3.46,4.1,Sur,Email,Reestructuracion,1,Email_Recordatorio,0,120.0,1
1474,28,21338.31,49497.64,25.7,17,15,Independiente,663,30.68,0,30,3,0.056,0.381,0,0,3.14,4.43,Sur,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,1
1475,68,10468.68,10394.59,39.3,26,17,Informal,629,31.65,1,25,7,0.291,0.331,0,1,5.23,2.43,Sur,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,0
1476,33,3000.0,20967.24,35.38,7,14,Informal,627,13.14,0,18,10,0.425,0.454,1,1,2.5,3.32,Oriente,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,0
1477,43,4398.23,21960.85,16.51,23,13,Informal,632,37.78,1,0,11,0.681,0.149,1,0,4.11,6.0,Oriente,Email,Reestructuracion,0,Email_Recordatorio,1,32.5,1
1478,38,23529.76,69102.71,37.46,39,8,Formal,642,41.07,2,0,13,0.132,0.237,0,1,4.53,4.75,Norte,Llamada,Contactado_Sin_Compromiso,1,Llamada_Agente,1,19.2,0
1479,29,12592.47,56133.87,37.45,41,23,Informal,636,57.32,2,6,8,0.508,0.544,0,0,3.04,5.97,Occidente,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1480,39,10495.65,65276.53,19.78,16,15,Independiente,601,19.01,2,0,1,0.135,0.311,0,0,3.77,5.72,Norte,App,Reestructuracion,1,Push_App,0,120.0,1
1481,25,24855.96,5000.0,10.35,24,6,Informal,694,43.77,1,0,10,0.096,0.221,1,1,3.66,4.13,Occidente,App,Reestructuracion,0,Push_App,0,120.0,0
1482,18,22590.96,12910.83,27.49,34,7,Independiente,698,46.6,1,0,11,0.108,0.466,0,1,3.92,4.14,Oriente,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
1483,33,15146.69,66580.39,35.86,25,13,Formal,765,41.24,1,12,6,0.471,0.431,1,1,4.66,5.66,Occidente,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,0
1484,23,13239.58,5000.0,39.14,28,25,Informal,598,22.92,0,12,6,0.376,0.046,0,1,4.57,5.41,Sur,App,No_Contactado,1,Push_App,0,120.0,1
1485,39,14207.39,80615.73,21.9,20,28,Desempleado,687,22.22,3,30,22,0.287,0.411,0,1,3.4,5.68,Oriente,Llamada,Contactado_Sin_Compromiso,0,Llamada_Agente,0,120.0,1
1486,62,16362.98,5000.0,40.26,41,11,Formal,506,36.17,1,53,0,0.442,0.305,1,1,2.5,4.48,Occidente,Llamada,No_Contactado,0,Llamada_Agente,0,120.0,0
1487,26,24600.28,71083.62,12.4,32,11,Informal,698,36.08,1,25,10,0.358,0.408,1,0,4.17,4.67,Occidente,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,0
1488,18,17534.8,27785.38,25.42,46,3,Independiente,538,28.29,0,8,14,0.372,0.282,0,1,3.34,4.19,Oriente,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,1,5.0,0
1489,23,19356.17,76222.59,25.08,38,16,Informal,571,50.5,1,48,5,0.289,0.364,1,0,3.47,4.44,Sur,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,1
1490,44,22015.62,130204.02,36.07,21,7,Independiente,663,30.19,1,0,6,0.144,0.0,0,1,4.22,3.68,Oriente,Llamada,Promesa_de_Pago,1,Llamada_Agente,0,120.0,0
1491,32,7981.94,5000.0,37.09,19,24,Formal,596,12.28,2,0,5,0.688,0.119,1,1,3.56,4.41,Oriente,SMS,Contactado_Sin_Compromiso,1,SMS_Recordatorio,0,120.0,0
1492,43,19529.17,67384.43,34.68,9,16,Independiente,587,32.31,2,0,8,0.63,0.413,0,0,4.31,4.31,Sur,App,Contactado_Sin_Compromiso,1,Push_App,0,120.0,1
1493,19,13232.59,5000.0,18.55,32,6,Independiente,606,40.76,4,28,13,0.668,0.752,1,1,6.51,3.95,Occidente,SMS,No_Contactado,1,SMS_Recordatorio,0,120.0,1
1494,35,3000.0,60669.22,34.04,37,27,Informal,691,39.1,2,15,6,0.242,0.346,1,0,4.69,5.45,Occidente,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,0
1495,39,3000.0,44830.7,31.56,20,24,Desempleado,575,39.01,2,0,26,0.214,0.155,0,0,5.34,2.81,Oriente,SMS,No_Contactado,1,SMS_Recordatorio,0,120.0,1
1496,40,8891.29,53244.56,16.3,6,9,Formal,636,52.93,2,0,5,0.267,0.304,0,1,4.51,4.9,Occidente,Email,Promesa_de_Pago,0,Email_Recordatorio,0,120.0,1
1497,46,18187.34,27207.84,13.53,40,3,Formal,613,21.62,0,0,16,0.565,0.119,1,0,4.08,3.39,Occidente,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,0
1498,58,15682.8,69513.53,35.27,15,7,Informal,697,29.92,1,0,11,0.35,0.505,0,1,4.53,3.48,Oriente,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,1
1499,42,16106.2,13791.05,26.74,30,11,Informal,699,53.54,1,43,8,0.241,0.289,0,0,4.48,3.59,Norte,SMS,Contactado_Sin_Compromiso,0,SMS_Recordatorio,0,120.0,0
1500,61,26705.66,81040.93,19.0,8,12,Desempleado,512,11.39,0,9,16,0.423,0.47,1,1,4.86,5.07,Norte,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,1
1501,45,7385.46,39768.74,26.54,8,24,Independiente,713,34.36,0,47,0,0.203,0.252,1,0,4.06,2.0,Centro,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,0
1502,31,14835.4,14932.73,30.55,43,29,Formal,597,49.75,0,0,10,0.079,0.486,1,0,2.69,4.7,Occidente,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
1503,29,16826.61,89873.42,27.42,34,22,Independiente,657,49.57,1,21,3,0.376,0.0,0,1,2.53,4.55,Sur,App,Contactado_Sin_Compromiso,1,Push_App,0,120.0,1
1504,34,10582.36,48316.43,17.14,6,25,Informal,574,42.92,0,16,5,0.247,0.284,1,0,4.46,3.34,Oriente,Llamada,No_Contactado,0,Llamada_Agente,0,120.0,1
1505,49,15169.96,97690.9,41.2,10,3,Desempleado,666,43.23,2,29,5,0.347,0.377,0,1,2.87,4.72,Norte,App,Promesa_de_Pago,0,Push_App,0,120.0,1
1506,30,5400.3,80533.9,35.03,26,4,Independiente,819,22.51,1,17,2,0.0,0.232,1,1,4.69,3.04,Centro,Email,Contactado_Sin_Compromiso,1,Email_Recordatorio,0,120.0,1
1507,65,23459.44,30046.36,25.65,34,27,Desempleado,649,51.48,5,31,0,0.172,0.345,0,1,5.34,4.45,Norte,SMS,No_Contactado,1,SMS_Recordatorio,0,120.0,1
1508,42,10910.31,47875.25,25.93,23,18,Formal,608,20.6,2,23,10,0.341,0.342,0,0,3.78,3.0,Occidente,WhatsApp,Promesa_de_Pago,0,WA_Recordatorio,0,120.0,1
1509,62,27188.4,53025.95,30.52,42,7,Desempleado,624,21.32,3,0,7,0.047,0.469,1,0,5.21,6.96,Centro,WhatsApp,Reestructuracion,1,WA_Recordatorio,0,120.0,1
1510,53,14805.15,88157.58,20.09,33,23,Formal,537,39.65,1,26,6,0.054,0.392,0,1,4.26,5.53,Centro,WhatsApp,Promesa_de_Pago,1,WA_Recordatorio,0,120.0,1
1511,35,21168.32,60937.94,30.26,31,5,Informal,741,29.08,1,9,12,0.358,0.351,0,0,4.03,4.8,Occidente,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
1512,29,14680.18,54407.32,18.68,18,23,Desempleado,662,37.48,1,0,10,0.49,0.438,0,0,4.07,3.35,Norte,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,1
1513,56,14815.54,45003.01,27.51,34,26,Desempleado,567,40.17,1,25,6,0.172,0.036,1,0,3.17,4.17,Oriente,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
1514,35,11495.82,48736.07,19.82,42,14,Independiente,569,56.34,2,30,26,0.298,0.145,1,1,3.04,4.22,Norte,Email,Contactado_Sin_Compromiso,1,Email_Recordatorio,0,120.0,1
1515,30,15714.74,82614.8,20.17,8,19,Informal,641,40.2,2,2,14,0.302,0.031,0,0,2.5,4.79,Centro,App,Promesa_de_Pago,0,Push_App,0,120.0,0
1516,66,16907.99,50092.63,39.52,36,21,Independiente,705,27.58,1,4,22,0.038,0.379,1,0,3.27,4.98,Sur,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1517,43,10294.45,40125.07,28.41,42,26,Informal,559,43.12,0,0,5,0.587,0.354,0,0,6.14,4.77,Norte,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,1
1518,20,14249.73,35887.32,29.45,24,17,Informal,718,25.02,1,0,9,0.313,0.529,1,1,2.51,4.91,Norte,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,0
1519,43,11339.41,36155.87,13.92,38,8,Desempleado,634,45.96,2,7,0,0.316,0.343,0,0,2.82,4.3,Oriente,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
1520,41,28797.98,14947.6,23.82,21,6,Desempleado,575,35.78,3,27,6,0.425,0.166,1,0,3.19,4.91,Sur,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,1
1521,62,14461.62,31240.62,31.23,14,10,Independiente,607,39.81,0,0,4,0.038,0.304,1,0,3.24,3.73,Norte,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,1
1522,55,24271.39,87460.51,29.36,40,1,Independiente,762,13.63,3,40,25,0.534,0.0,0,1,4.27,3.22,Centro,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,1
1523,27,13826.27,44835.02,12.92,19,20,Desempleado,543,7.99,1,7,3,0.56,0.207,0,0,3.39,6.72,Centro,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,0
1524,25,16555.73,67610.29,29.45,37,11,Desempleado,589,16.98,2,7,6,0.378,0.0,1,0,3.8,5.0,Norte,App,Reestructuracion,0,Push_App,0,120.0,1
1525,49,7071.82,5000.0,30.57,19,21,Informal,707,55.95,0,6,0,0.442,0.339,0,0,3.15,6.67,Sur,SMS,Promesa_de_Pago,0,SMS_Recordatorio,0,120.0,0
1526,20,12317.56,64207.78,36.99,22,1,Formal,655,21.22,0,31,11,0.285,0.23,1,1,3.52,4.17,Centro,App,Promesa_de_Pago,1,Push_App,0,120.0,1
1527,34,16263.21,45966.18,23.41,34,9,Desempleado,585,43.79,0,0,2,0.523,0.256,1,1,3.94,7.39,Occidente,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,1
1528,25,24516.02,37964.0,12.31,20,11,Desempleado,708,27.3,0,9,13,0.185,0.112,1,1,3.87,4.6,Occidente,Llamada,Reestructuracion,0,Llamada_Agente,0,120.0,1
1529,19,16331.9,54524.0,21.02,39,2,Informal,711,32.12,0,1,0,0.344,0.16,1,0,5.98,5.88,Sur,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,1
1530,65,23302.32,37604.37,20.32,7,24,Desempleado,663,34.46,1,0,7,0.355,0.405,1,0,3.97,4.54,Centro,SMS,No_Contactado,1,SMS_Recordatorio,0,120.0,1
1531,22,18844.37,5000.0,33.16,6,17,Desempleado,597,54.73,1,12,0,0.342,0.022,0,0,3.79,4.7,Occidente,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1532,18,24764.41,73056.2,10.0,9,25,Informal,608,42.01,0,9,5,0.564,0.371,0,0,2.5,4.36,Occidente,Email,No_Contactado,1,Email_Recordatorio,0,120.0,1
1533,66,14645.75,56075.44,24.86,16,24,Formal,660,39.62,1,33,6,0.788,0.134,1,1,4.24,3.91,Centro,App,Promesa_de_Pago,0,Push_App,0,120.0,1
1534,27,29341.34,42151.44,37.98,8,1,Informal,548,50.56,0,11,4,0.328,0.0,0,1,2.5,5.68,Oriente,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,1
1535,60,12087.62,25845.37,28.05,21,25,Formal,733,27.4,2,23,4,0.444,0.501,0,1,4.55,4.49,Centro,WhatsApp,No_Contactado,1,WA_Recordatorio,0,120.0,0
1536,19,10401.23,13253.56,34.27,7,2,Formal,759,47.82,1,15,13,0.19,0.519,0,1,4.14,5.5,Occidente,Llamada,Promesa_de_Pago,1,Llamada_Agente,0,120.0,0
1537,25,7739.68,55597.32,16.51,37,26,Informal,623,45.82,0,40,21,0.556,0.183,1,1,4.8,5.58,Centro,App,No_Contactado,0,Push_App,0,120.0,1
1538,23,28986.15,90336.02,16.79,12,20,Independiente,665,45.68,0,5,10,0.247,0.181,0,0,3.37,6.2,Occidente,App,Reestructuracion,0,Push_App,0,120.0,0
1539,54,19916.69,55079.16,38.06,46,24,Independiente,723,33.14,2,6,2,0.979,0.235,0,1,4.03,5.01,Oriente,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,1
1540,50,12995.28,15430.96,28.71,41,14,Informal,777,29.75,2,26,8,0.016,0.134,0,0,4.68,2.69,Occidente,Llamada,Contactado_Sin_Compromiso,1,Llamada_Agente,0,120.0,1
1541,42,22494.14,55627.92,28.72,35,4,Desempleado,749,24.56,1,5,5,0.779,0.166,0,0,3.07,4.12,Centro,App,No_Contactado,0,Push_App,0,120.0,0
1542,30,19126.15,48666.43,20.17,39,4,Formal,519,25.31,2,21,13,0.548,0.361,0,1,4.61,4.47,Sur,Llamada,No_Contactado,1,Llamada_Agente,0,120.0,1
1543,22,26796.76,71601.09,28.71,38,3,Informal,618,24.0,1,58,9,0.126,0.653,1,0,4.56,4.51,Centro,WhatsApp,No_Contactado,0,WA_Recordatorio,0,120.0,1
1544,47,5713.0,65168.33,19.98,41,24,Informal,675,39.4,0,0,0,0.814,0.216,0,1,3.87,6.08,Sur,App,No_Contactado,0,Push_App,0,120.0,1
1545,29,13407.84,5000.0,36.31,29,16,Informal,605,32.26,1,42,14,0.164,0.464,1,1,5.58,5.86,Occidente,SMS,No_Contactado,0,SMS_Recordatorio,0,120.0,1
1546,48,12224.87,63631.06,47.09,32,6,Desempleado,765,40.18,0,2,13,0.287,0.344,1,1,4.52,4.33,Norte,Llamada,Contactado_Sin_Compromiso,0,Llamada_Agente,0,120.0,1
1547,53,3157.9,24913.01,31.39,25,3,Desempleado,754,40.85,0,38,16,0.091,0.0,1,1,2.5,7.42,Centro,Llamada,Promesa_de_Pago,0,Llamada_Agente,1,29.2,0
1548,62,21361.96,14456.78,23.56,32,2,Desempleado,583,22.28,1,25,4,0.321,0.276,0,0,4.99,4.08,Oriente,Email,Promesa_de_Pago,1,Email_Recordatorio,0,120.0,1
1549,43,13377.62,45288.16,10.26,22,7,Formal,629,21.92,2,24,9,0.339,0.253,0,0,3.34,4.18,Oriente,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1550,18,19437.79,60274.28,16.21,11,22,Independiente,588,32.26,0,8,0,0.516,0.544,1,0,4.8,3.19,Oriente,SMS,Promesa_de_Pago,1,SMS_Recordatorio,0,120.0,1
1551,32,29158.63,8981.63,38.88,45,26,Informal,626,25.7,1,6,7,0.838,0.551,1,1,4.3,2.63,Occidente,Llamada,No_Contactado,0,Llamada_Agente,0,120.0,0
1552,62,12880.54,67614.41,20.8,35,18,Independiente,624,24.44,3,0,10,0.247,0.348,1,0,2.5,3.08,Occidente,Llamada,Reestructuracion,1,Llamada_Agente,0,120.0,0
1553,45,12473.08,69083.47,25.4,35,29,Informal,707,55.35,1,12,4,0.0,0.499,1,1,4.6,5.72,Sur,Email,Reestructuracion,1,Email_Recordatorio,0,120.0,1
1554,50,15711.99,51174.4,32.59,17,11,Desempleado,578,16.6,0,8,10,0.48,0.254,0,0,3.78,5.39,Occidente,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,1
1555,41,20923.48,28309.41,38.38,38,9,Formal,457,59.28,3,15,9,0.24,0.481,0,0,3.54,3.44,Centro,WhatsApp,Reestructuracion,0,WA_Recordatorio,0,120.0,1
1556,26,11599.72,25515.55,26.6,27,20,Desempleado,528,38.47,2,0,5,0.714,0.298,0,1,3.58,4.62,Sur,Llamada,Promesa_de_Pago,0,Llamada_Agente,0,120.0,0
1557,64,11214.23,75648.3,25.17,9,4,Independiente,568,46.83,1,12,16,0.343,0.478,1,1,4.79,5.47,Sur,Email,Contactado_Sin_Compromiso,0,Email_Recordatorio,0,120.0,0
1558,58,21343.14,12219.43,28.5,46,27,Desempleado,594,45.42,1,37,6,0.198,0.496,0,0,3.08,2.06,Norte,Email,No_Contactado,0,Email_Recordatorio,0,120.0,1
1559,69,17271.84,76611.76,23.61,47,23,Independiente,653,42.4,0,30,8,0.147,0.409,0,0,5.11,6.63,Centro,SMS,Reestructuracion,1,SMS_Recordatorio,0,120.0,1
1560,62,3000.0,45870.02,23.98,42,1,Informal,564,54.94,1,12,0,0.475,0.147,0,0,2.5,5.76,Centro,App,Promesa_de_Pago,0,Push_App,0,120.0,1
1561,33,7647.65,47604.14,30.88,25,5,Formal,555,22.01,0,63,11,0.295,0.204,1,1,4.3,5.47,Occidente,WhatsApp,Contactado_Sin_Compromiso,0,WA_Recordatorio,0,120.0,1
1562,31,24007.42,7297.81,29.3,15,18,Informal,575,33.12,0,0,5,0.644,0.415,0,0,4.77,5.94,Centro,Email,Reestructuracion,1,Email_Recordatorio,0,120.0,1
1563,30,17411.57,46332.08,42.92,6,22,Independiente,562,24.77,1,10,13,0.308,0.441,1,0,4.75,2.05,Centro,SMS,Reestructuracion,0,SMS_Recordatorio,0,120.0,0
1564,65,10426.82,65339.64,31.07,36,6,Desempleado,601,14.65,2,0,0,0.633,0.309,1,0,4.18,4.24,Occidente,App,Promesa_de_Pago,1,Push_App,0,120.0,1
1565,46,13977.54,16589.75,36.06,43,22,Desempleado,598,27.07,1,3,10,0.074,0.224,1,1,3.79,6.01,Sur,App,No_Contactado,0,Push_App,0,120.0,1
1566,41,15079.42,62465.9,20.5,10,14,Independiente,688,57.47,6,47,0,0.002,0.314,0,1,3.45,4.49,Occidente,App,Contactado_Sin_Compromiso,0,Push_App,0,120.0,0
